"Game","Date","1","2","3","4","5","6","Additional number","some_1","Some_2"
"2526","02/11/13","2","8","12","19","26","27","6","0","0"
"2525","29/10/13","1","7","10","21","28","30","1","0","0"
"2524","26/10/13","1","2","7","12","29","33","3","0","0"
"2523","22/10/13","11","17","21","23","26","27","3","0","0"
"2522","19/10/13","6","13","15","22","23","37","6","0","0"
"2521","15/10/13","5","8","10","20","34","37","2","0","0"
"2520","12/10/13","3","8","16","19","25","27","1","0","0"
"2519","08/10/13","3","7","13","17","18","28","7","0","0"
"2518","05/10/13","2","4","12","27","34","37","2","0","0"
"2517","01/10/13","10","11","19","21","23","29","4","0","0"
"2516","28/09/13","3","9","14","20","34","35","2","0","1"
"2515","24/09/13","11","21","22","23","28","37","5","0","0"
"2514","21/09/13","3","8","17","19","24","33","6","0","0"
"2513","17/09/13","17","20","26","28","30","33","4","0","0"
"2512","15/09/13","1","3","4","6","12","13","4","0","0"
"2511","10/09/13","3","13","24","27","33","35","3","0","0"
"2510","08/09/13","2","6","16","28","35","37","7","0","0"
"2509","03/09/13","8","14","27","29","33","37","6","1","0"
"2508","31/08/13","7","12","16","22","24","25","3","0","0"
"2507","27/08/13","4","16","17","19","30","34","5","0","0"
"2506","24/08/13","6","10","11","15","19","24","5","0","0"
"2505","20/08/13","8","13","16","17","29","37","6","0","0"
"2504","17/08/13","5","9","17","19","33","35","7","0","0"
"2503","13/08/13","1","5","14","19","26","28","4","0","0"
"2502","10/08/13","1","3","18","19","35","37","6","0","0"
"2501","06/08/13","2","3","4","27","30","32","6","0","0"
"2500","03/08/13","5","8","9","17","24","32","5","0","0"
"2499","30/07/13","13","14","26","29","31","35","1","0","0"
"2498","27/07/13","8","9","11","16","31","34","4","0","1"
"2497","23/07/13","8","13","23","26","27","29","3","0","0"
"2496","20/07/13","3","7","8","24","34","36","2","0","0"
"2495","16/07/13","4","11","12","15","30","33","1","0","0"
"2494","13/07/13","12","18","19","28","29","34","7","0","0"
"2493","09/07/13","7","16","19","21","31","36","3","0","0"
"2492","06/07/13","4","19","27","30","31","35","5","0","0"
"2491","02/07/13","4","10","15","24","28","29","5","1","0"
"2490","29/06/13","8","10","17","18","35","37","1","0","0"
"2489","25/06/13","4","21","22","23","27","35","5","1","0"
"2488","22/06/13","3","6","7","10","16","30","4","0","0"
"2487","18/06/13","3","9","10","22","28","33","7","0","0"
"2486","15/06/13","11","15","21","29","31","36","3","0","0"
"2485","11/06/13","3","21","25","26","36","37","1","0","0"
"2484","08/06/13","4","6","17","19","21","36","3","0","0"
"2483","04/06/13","13","17","21","27","29","31","4","0","0"
"2482","01/06/13","12","19","21","23","26","35","5","2","0"
"2481","28/05/13","2","11","16","18","26","36","4","1","0"
"2480","25/05/13","3","9","21","26","29","37","1","0","0"
"2479","21/05/13","8","10","14","17","20","34","1","1","0"
"2478","18/05/13","2","4","24","25","32","34","1","0","0"
"2477","15/05/13","3","7","15","19","24","33","4","0","0"
"2476","11/05/13","7","20","26","33","34","35","3","0","0"
"2475","07/05/13","10","19","20","24","28","33","3","0","0"
"2474","04/05/13","1","4","6","9","25","35","1","0","0"
"2473","30/04/13","1","2","3","10","16","29","6","0","0"
"2472","27/04/13","12","13","28","33","35","37","5","0","0"
"2471","23/04/13","2","7","12","19","27","37","6","0","0"
"2470","20/04/13","18","20","25","27","32","36","1","0","0"
"2469","17/04/13","1","26","28","32","33","35","5","0","0"
"2468","13/04/13","1","11","15","24","27","34","5","0","0"
"2467","09/04/13","11","20","21","22","25","36","7","0","0"
"2466","06/04/13","8","12","13","27","28","34","7","0","0"
"2465","02/04/13","1","8","12","19","30","35","4","0","0"
"2464","30/03/13","8","10","12","15","19","30","5","0","0"
"2463","27/03/13","3","4","7","21","33","37","2","0","0"
"2462","23/03/13","6","12","13","24","27","29","4","0","0"
"2461","19/03/13","1","8","9","18","19","20","4","0","0"
"2460","16/03/13","17","25","29","30","33","37","2","0","0"
"2459","12/03/13","2","14","27","28","32","34","7","0","0"
"2458","09/03/13","7","9","13","14","30","33","1","0","0"
"2457","05/03/13","5","13","19","22","28","33","2","0","1"
"2456","02/03/13","3","4","26","30","34","37","4","0","0"
"2455","26/02/13","3","9","13","17","25","37","1","1","0"
"2454","23/02/13","13","16","24","31","35","36","5","0","0"
"2453","19/02/13","4","23","25","30","32","35","3","0","0"
"2452","16/02/13","6","8","14","20","25","29","6","0","0"
"2451","12/02/13","1","15","17","21","34","37","3","0","0"
"2450","09/02/13","4","20","21","26","35","37","1","0","0"
"2449","05/02/13","3","5","10","17","30","32","1","0","0"
"2448","02/02/13","1","9","11","20","25","27","3","0","0"
"2447","29/01/13","9","16","18","30","32","33","7","0","0"
"2446","26/01/13","6","9","13","17","29","34","6","1","1"
"2445","22/01/13","1","6","14","20","29","36","2","0","0"
"2444","19/01/13","10","12","26","27","31","36","3","0","0"
"2443","15/01/13","5","13","14","16","18","21","2","0","0"
"2442","12/01/13","1","3","11","25","33","34","3","0","0"
"2441","08/01/13","9","16","17","20","32","33","4","0","0"
"2440","05/01/13","7","10","12","19","25","36","7","0","0"
"2439","01/01/13","5","11","12","13","15","20","4","0","0"
"2438","29/12/12","11","13","18","26","27","36","2","0","0"
"2437","25/12/12","1","4","5","7","18","23","1","1","0"
"2436","22/12/12","7","16","28","31","33","35","4","0","0"
"2435","20/12/12","6","9","24","25","33","34","2","0","0"
"2434","18/12/12","8","14","18","22","25","31","1","1","0"
"2433","15/12/12","7","10","17","23","24","31","3","0","0"
"2432","11/12/12","2","9","15","22","31","33","6","0","0"
"2431","08/12/12","3","10","11","13","26","37","1","1","0"
"2430","06/12/12","5","6","9","26","32","35","4","0","0"
"2429","04/12/12","2","3","6","19","25","27","7","0","0"
"2428","01/12/12","2","8","12","31","34","35","5","0","0"
"2427","27/11/12","12","14","19","20","23","25","4","0","0"
"2426","24/11/12","8","11","25","30","31","33","7","0","0"
"2425","20/11/12","4","5","21","30","36","37","5","0","0"
"2424","17/11/12","2","12","13","16","23","25","1","0","0"
"2423","13/11/12","6","8","14","25","26","31","1","1","0"
"2422","10/11/12","12","15","24","26","31","33","1","0","0"
"2421","06/11/12","11","19","21","22","26","30","4","1","0"
"2420","03/11/12","1","8","10","12","16","26","6","0","0"
"2419","01/11/12","2","7","10","11","29","32","5","0","0"
"2418","30/10/12","5","7","14","15","16","35","7","0","0"
"2417","27/10/12","3","9","15","24","30","35","7","0","0"
"2416","23/10/12","1","3","7","18","28","34","7","0","0"
"2415","20/10/12","6","17","22","24","26","31","6","0","0"
"2414","18/10/12","2","3","6","20","21","30","2","0","0"
"2413","16/10/12","7","10","11","19","23","25","6","0","0"
"2412","13/10/12","3","9","14","19","27","31","6","1","0"
"2411","09/10/12","2","4","7","24","32","36","1","1","0"
"2410","06/10/12","2","8","16","23","29","36","3","0","0"
"2409","02/10/12","1","8","20","21","33","37","2","0","0"
"2408","29/09/12","4","8","27","30","34","36","6","0","0"
"2407","27/09/12","2","12","20","22","24","32","5","0","1"
"2406","22/09/12","12","13","16","18","35","37","5","0","0"
"2405","20/09/12","11","19","22","23","25","36","5","0","0"
"2404","15/09/12","2","6","12","16","21","26","5","0","0"
"2403","11/09/12","3","5","10","11","12","21","3","0","0"
"2402","08/09/12","8","23","26","31","34","35","5","0","0"
"2401","06/09/12","9","13","21","22","24","31","1","0","0"
"2400","04/09/12","3","7","15","29","31","34","7","0","1"
"2399","01/09/12","2","3","18","20","26","35","2","0","0"
"2398","28/08/12","2","6","19","29","36","37","7","0","0"
"2397","25/08/12","7","11","26","27","28","34","6","0","0"
"2396","21/08/12","6","7","17","18","25","35","4","0","0"
"2395","18/08/12","4","12","16","21","26","30","6","0","0"
"2394","14/08/12","5","8","25","29","30","31","4","0","0"
"2393","11/08/12","9","16","21","24","26","33","7","0","0"
"2392","07/08/12","1","15","21","23","26","36","3","0","2"
"2391","04/08/12","4","12","19","23","27","31","1","0","0"
"2390","02/08/12","3","8","30","34","35","36","7","0","0"
"2389","31/07/12","1","5","11","18","26","30","3","1","0"
"2388","27/07/12","3","15","26","27","36","37","5","0","0"
"2387","24/07/12","1","11","21","25","26","31","4","0","0"
"2386","21/07/12","4","8","21","22","24","29","1","0","0"
"2385","17/07/12","9","15","25","26","28","32","3","0","0"
"2384","14/07/12","2","11","12","18","24","26","5","0","0"
"2383","10/07/12","7","20","23","24","25","36","7","0","0"
"2382","07/07/12","4","8","14","21","27","37","3","0","0"
"2381","05/07/12","5","8","11","21","35","37","6","0","0"
"2380","03/07/12","9","15","25","30","32","33","7","0","0"
"2379","30/06/12","3","8","9","10","16","36","6","0","0"
"2378","26/06/12","1","2","14","15","28","31","2","1","0"
"2377","23/06/12","10","12","18","21","25","35","2","0","0"
"2376","21/06/12","6","7","11","30","33","35","3","0","0"
"2375","19/06/12","2","5","14","21","36","37","3","0","0"
"2374","16/06/12","1","2","3","16","28","30","3","0","0"
"2373","12/06/12","5","7","11","24","26","30","1","0","0"
"2372","09/06/12","1","6","25","29","33","34","2","0","0"
"2371","07/06/12","5","10","12","20","22","31","1","0","0"
"2370","05/06/12","7","21","26","31","32","35","6","0","0"
"2369","02/06/12","2","8","12","17","21","24","3","1","0"
"2368","29/05/12","3","8","10","23","24","34","3","0","0"
"2367","27/05/12","14","19","30","34","35","36","4","0","1"
"2366","22/05/12","9","11","21","25","26","32","6","1","0"
"2365","19/05/12","5","6","7","16","23","36","1","0","0"
"2364","15/05/12","4","5","18","23","32","36","4","0","0"
"2363","12/05/12","1","2","3","14","23","29","7","0","0"
"2362","08/05/12","2","21","22","23","28","30","4","0","0"
"2361","05/05/12","18","22","25","26","27","33","3","0","0"
"2360","03/05/12","4","15","17","20","21","25","4","0","0"
"2359","01/05/12","8","9","19","27","28","33","2","0","0"
"2358","28/04/12","5","17","19","22","25","32","1","0","0"
"2357","23/04/12","1","2","9","12","26","29","2","0","0"
"2356","21/04/12","1","8","21","23","28","32","5","0","0"
"2355","17/04/12","3","5","7","27","35","36","2","0","0"
"2354","15/04/12","3","11","12","15","22","33","7","1","0"
"2353","10/04/12","1","8","14","21","23","31","2","0","0"
"2352","08/04/12","7","16","17","18","20","36","1","0","0"
"2351","03/04/12","8","13","15","21","23","26","3","1","0"
"2350","31/03/12","6","8","9","11","17","31","1","0","0"
"2349","29/03/12","8","12","13","16","30","37","2","0","0"
"2348","27/03/12","3","5","12","23","24","32","7","0","0"
"2347","24/03/12","1","3","5","11","19","24","5","0","0"
"2346","20/03/12","2","14","15","23","27","31","3","0","1"
"2345","17/03/12","1","4","14","23","29","30","7","0","0"
"2344","13/03/12","2","3","10","11","28","34","6","0","0"
"2343","10/03/12","12","19","23","30","35","37","5","0","0"
"2342","06/03/12","6","13","14","22","28","29","6","0","0"
"2341","03/03/12","2","7","8","14","31","34","5","0","0"
"2340","01/03/12","11","13","24","26","29","34","6","1","0"
"2339","28/02/12","2","10","14","32","34","36","7","0","0"
"2338","25/02/12","1","5","11","13","21","35","2","0","0"
"2337","21/02/12","18","21","22","23","25","36","2","0","0"
"2336","18/02/12","3","5","7","8","32","37","5","0","0"
"2335","14/02/12","7","10","22","23","27","36","3","0","0"
"2334","11/02/12","2","4","25","30","33","37","6","0","0"
"2333","07/02/12","1","2","17","19","29","32","4","1","0"
"2332","04/02/12","15","16","17","25","27","30","4","0","0"
"2331","02/02/12","14","17","29","31","32","35","5","0","0"
"2330","31/01/12","8","15","20","26","27","34","6","0","0"
"2329","28/01/12","8","12","18","20","29","32","3","0","0"
"2328","24/01/12","3","10","15","24","28","37","4","0","0"
"2327","21/01/12","14","16","27","28","32","36","5","0","0"
"2326","17/01/12","2","19","22","25","26","28","3","0","0"
"2325","14/01/12","5","10","14","25","27","33","2","0","0"
"2324","10/01/12","7","10","16","21","25","28","5","0","0"
"2323","07/01/12","1","2","20","21","25","28","1","0","0"
"2322","05/01/12","3","23","25","28","29","33","4","0","1"
"2321","03/01/12","7","25","27","31","32","34","7","0","0"
"2320","31/12/11","2","3","8","15","19","34","6","0","0"
"2319","27/12/11","5","6","7","12","33","36","7","0","0"
"2318","24/12/11","1","3","13","14","17","36","5","0","0"
"2317","20/12/11","4","16","21","26","28","30","2","1","0"
"2316","17/12/11","6","7","22","30","31","36","6","0","0"
"2315","13/12/11","2","4","5","11","15","24","7","0","0"
"2314","11/12/11","3","10","23","27","32","37","6","1","0"
"2313","06/12/11","6","13","15","17","19","35","3","0","0"
"2312","03/12/11","7","8","20","26","30","34","2","0","0"
"2311","29/11/11","12","21","25","27","29","31","2","0","0"
"2310","26/11/11","2","7","10","20","23","32","7","0","1"
"2309","22/11/11","15","16","20","24","28","35","6","0","0"
"2308","19/11/11","15","19","22","29","33","37","7","1","0"
"2307","15/11/11","2","4","5","7","24","33","1","1","0"
"2306","12/11/11","3","12","16","21","26","36","1","0","0"
"2305","08/11/11","1","2","14","15","18","32","1","0","0"
"2304","05/11/11","6","15","20","25","28","30","5","0","0"
"2303","01/11/11","2","15","17","18","20","34","2","0","0"
"2302","29/10/11","2","7","9","14","23","24","6","0","0"
"2301","25/10/11","10","13","20","35","36","37","1","0","1"
"2300","23/10/11","9","18","20","31","32","37","3","0","0"
"2299","18/10/11","2","4","17","20","26","34","4","0","0"
"2298","15/10/11","7","12","15","27","33","37","3","0","0"
"2297","11/10/11","1","3","4","7","20","34","3","0","0"
"2296","09/10/11","3","9","12","17","24","30","2","0","2"
"2295","04/10/11","5","8","10","16","19","31","7","0","0"
"2294","02/10/11","12","16","24","29","33","35","2","0","0"
"2293","27/09/11","3","5","10","11","34","36","6","0","0"
"2292","24/09/11","4","15","16","17","35","37","3","0","0"
"2291","20/09/11","9","13","16","17","34","35","5","0","0"
"2290","17/09/11","15","18","21","29","31","34","6","1","0"
"2289","13/09/11","15","19","29","31","34","35","7","0","0"
"2288","10/09/11","10","11","14","19","20","29","2","0","0"
"2287","06/09/11","6","7","12","18","25","26","1","0","0"
"2286","03/09/11","9","16","18","20","21","25","6","0","0"
"2285","30/08/11","1","2","3","5","22","28","5","0","0"
"2284","27/08/11","8","12","15","23","34","35","3","0","1"
"2283","23/08/11","16","17","21","28","33","37","4","0","0"
"2282","20/08/11","17","18","24","30","36","37","2","0","0"
"2281","16/08/11","4","6","8","32","35","37","1","0","0"
"2280","13/08/11","4","7","12","18","20","36","1","0","0"
"2279","09/08/11","9","15","17","18","25","26","3","0","0"
"2278","06/08/11","1","2","10","15","25","32","6","0","0"
"2277","02/08/11","7","10","14","18","20","36","2","0","0"
"2276","30/07/11","1","5","13","24","30","37","6","1","0"
"2275","26/07/11","1","4","11","26","28","34","7","0","0"
"2274","23/07/11","15","17","23","24","27","31","2","0","0"
"2273","19/07/11","1","16","20","24","29","36","5","1","0"
"2272","16/07/11","7","11","17","21","23","37","2","0","0"
"2271","12/07/11","1","2","9","21","22","36","3","0","0"
"2270","09/07/11","3","11","15","17","22","23","1","0","0"
"2269","05/07/11","1","6","19","23","33","37","3","1","0"
"2268","02/07/11","4","11","17","24","25","30","3","0","0"
"2267","28/06/11","21","24","30","32","36","37","4","1","0"
"2266","25/06/11","6","10","16","20","23","30","1","0","1"
"2265","21/06/11","5","16","19","25","28","34","2","0","0"
"2264","18/06/11","4","16","19","29","30","32","6","0","0"
"2263","14/06/11","1","3","4","18","24","26","3","0","0"
"2262","11/06/11","2","8","12","17","26","35","7","0","0"
"2261","08/06/11","8","11","13","16","32","37","7","0","0"
"2260","04/06/11","5","9","12","16","20","26","1","0","0"
"2259","31/05/11","2","9","20","22","23","33","2","0","0"
"2258","28/05/11","6","10","16","19","27","32","5","0","0"
"2257","24/05/11","7","12","18","23","34","36","4","1","0"
"2256","21/05/11","2","16","17","31","35","36","5","0","0"
"2255","17/05/11","3","12","15","16","27","34","2","0","0"
"2254","14/05/11","10","16","21","23","35","37","7","0","0"
"2253","11/05/11","4","8","12","14","22","24","4","0","1"
"2252","07/05/11","1","12","14","20","21","29","2","0","0"
"2251","03/05/11","5","11","13","14","34","36","4","1","0"
"2250","30/04/11","3","4","19","23","27","33","6","0","0"
"2249","27/04/11","3","14","17","24","30","35","4","0","0"
"2248","23/04/11","10","14","19","20","23","34","5","0","0"
"2247","20/04/11","12","13","15","26","28","36","4","0","0"
"2246","16/04/11","7","8","11","13","15","28","1","0","0"
"2245","12/04/11","5","12","17","19","24","34","2","0","0"
"2244","09/04/11","6","16","18","22","26","31","7","0","0"
"2243","05/04/11","5","6","8","12","29","35","7","0","0"
"2242","02/04/11","6","14","16","19","21","30","2","0","0"
"2241","29/03/11","6","13","21","23","24","29","1","0","0"
"2240","26/03/11","8","12","13","19","23","29","3","0","0"
"2239","22/03/11","4","5","7","8","15","33","7","0","0"
"2238","19/03/11","8","10","17","19","24","32","3","0","0"
"2237","15/03/11","4","11","18","19","22","28","2","0","0"
"2236","12/03/11","3","7","14","17","18","20","1","1","0"
"2235","08/03/11","2","7","8","9","13","28","3","0","0"
"2234","05/03/11","2","17","19","21","26","31","6","1","0"
"2233","01/03/11","13","20","25","28","33","35","8","0","0"
"2232","26/02/11","19","23","24","28","29","33","5","0","0"
"2231","22/02/11","1","9","10","11","15","21","1","0","0"
"2230","19/02/11","1","10","12","17","26","30","1","0","0"
"2229","15/02/11","10","16","19","24","27","32","4","0","0"
"2228","12/02/11","1","4","18","20","26","31","2","1","0"
"2227","08/02/11","3","7","9","18","30","35","3","0","0"
"2226","05/02/11","7","20","24","26","34","36","5","0","0"
"2225","01/02/11","8","12","21","31","33","34","1","0","1"
"2224","29/01/11","7","10","12","13","30","36","7","0","0"
"2223","25/01/11","5","7","21","25","36","37","6","0","0"
"2222","22/01/11","4","11","13","20","29","33","5","0","0"
"2221","18/01/11","6","7","12","22","26","37","7","0","0"
"2220","15/01/11","7","12","16","22","25","28","7","1","0"
"2219","11/01/11","5","21","25","26","29","37","7","0","0"
"2218","08/01/11","3","11","29","32","33","35","6","0","0"
"2217","04/01/11","4","13","21","24","26","31","7","1","0"
"2216","01/01/11","2","13","14","19","31","35","1","0","0"
"2215","28/12/10","2","9","10","22","31","37","8","1","0"
"2214","25/12/10","7","8","10","16","28","35","7","0","0"
"2213","21/12/10","6","8","10","20","22","36","5","0","0"
"2212","18/12/10","2","5","6","9","17","35","1","0","0"
"2211","14/12/10","3","8","11","19","21","32","1","0","0"
"2210","11/12/10","5","8","19","23","28","36","2","0","0"
"2209","07/12/10","3","7","11","16","17","36","1","0","0"
"2208","04/12/10","3","11","12","20","27","34","5","0","0"
"2207","30/11/10","12","19","23","25","28","32","1","0","0"
"2206","27/11/10","6","9","12","18","23","25","1","0","0"
"2205","23/11/10","4","9","12","16","21","31","5","0","0"
"2204","20/11/10","7","13","14","21","35","37","7","0","1"
"2203","16/11/10","11","12","14","15","32","34","8","0","0"
"2202","13/11/10","12","15","19","31","35","37","5","0","0"
"2201","09/11/10","21","22","26","29","33","36","2","0","0"
"2200","06/11/10","18","20","21","24","25","31","7","0","0"
"2199","02/11/10","2","11","24","31","35","36","2","0","0"
"2198","30/10/10","8","11","16","30","31","33","5","0","0"
"2197","26/10/10","1","11","15","17","29","32","3","0","0"
"2196","23/10/10","4","5","14","17","23","35","5","0","0"
"2195","19/10/10","8","9","21","28","32","33","8","0","0"
"2194","16/10/10","13","14","26","32","33","36","2","3","0"
"2193","12/10/10","10","17","29","32","34","35","4","0","0"
"2192","09/10/10","13","14","21","30","32","37","1","0","0"
"2191","05/10/10","3","14","24","29","30","33","6","0","0"
"2190","02/10/10","13","14","18","31","34","35","7","0","0"
"2189","28/09/10","2","14","15","16","25","35","5","0","1"
"2188","25/09/10","4","15","20","21","27","32","7","0","0"
"2187","21/09/10","13","14","26","32","33","36","1","0","0"
"2186","19/09/10","3","4","5","27","29","30","4","0","0"
"2185","14/09/10","14","16","21","22","24","35","2","0","0"
"2184","12/09/10","1","4","13","16","34","36","6","0","0"
"2183","07/09/10","4","5","16","17","30","35","5","0","0"
"2182","04/09/10","10","15","24","25","30","37","6","0","0"
"2181","31/08/10","12","13","16","18","22","36","7","0","0"
"2180","28/08/10","1","7","11","15","21","34","3","0","0"
"2179","24/08/10","3","8","11","12","25","27","3","0","0"
"2178","21/08/10","1","10","12","13","15","37","1","1","0"
"2177","17/08/10","1","7","12","14","25","30","4","0","0"
"2176","14/08/10","8","17","18","24","26","31","2","0","0"
"2175","10/08/10","12","17","18","19","21","37","3","0","0"
"2174","07/08/10","7","8","18","19","20","33","8","0","0"
