"Game","Date","1","2","3","4","5","6","Additional number","some_1","Some_2"
"2173","03/08/10","15","19","27","28","30","31","3","0","0"
"2172","31/07/10","1","6","7","13","19","29","7","0","0"
"2171","27/07/10","1","6","9","24","35","36","5","0","0"
"2170","24/07/10","3","4","5","14","26","32","4","0","0"
"2169","20/07/10","2","9","13","20","21","24","4","0","1"
"2168","17/07/10","1","8","9","10","16","37","5","0","0"
"2167","13/07/10","6","9","20","22","27","36","4","0","0"
"2166","10/07/10","6","8","9","16","25","36","2","0","0"
"2165","06/07/10","7","9","21","23","24","27","5","0","1"
"2164","03/07/10","4","8","12","14","29","37","3","0","0"
"2163","01/07/10","3","4","6","8","15","20","3","0","0"
"2162","29/06/10","1","11","13","27","29","32","1","1","1"
"2161","26/06/10","6","10","14","16","28","31","5","0","0"
"2160","24/06/10","8","15","23","25","26","37","8","0","0"
"2159","22/06/10","2","11","16","18","22","29","1","0","0"
"2158","19/06/10","4","5","6","7","10","28","6","0","0"
"2157","15/06/10","2","6","17","20","21","30","5","0","0"
"2156","12/06/10","7","8","15","23","25","26","8","0","0"
"2155","08/06/10","11","12","23","25","28","31","1","1","0"
"2154","05/06/10","10","22","25","29","31","34","8","0","0"
"2153","03/06/10","2","10","15","26","28","34","4","0","0"
"2152","01/06/10","2","10","11","12","19","34","8","0","0"
"2151","29/05/10","1","4","17","19","27","36","5","0","0"
"2150","25/05/10","9","10","12","16","20","23","2","0","0"
"2149","22/05/10","18","19","23","24","28","31","3","0","0"
"2148","19/05/10","2","3","9","18","23","30","5","0","0"
"2147","15/05/10","4","8","14","19","35","36","4","0","0"
"2146","11/05/10","4","17","19","22","32","35","3","0","0"
"2145","08/05/10","1","10","12","19","30","32","3","0","0"
"2144","06/05/10","1","2","12","16","22","25","3","0","0"
"2143","04/05/10","9","18","31","33","34","35","7","0","0"
"2142","01/05/10","2","8","9","18","20","27","7","0","0"
"2141","27/04/10","2","3","5","8","10","14","4","1","0"
"2140","24/04/10","4","7","22","29","31","36","3","0","0"
"2139","21/04/10","6","10","23","24","28","36","4","0","0"
"2138","17/04/10","1","11","20","27","28","30","4","0","0"
"2137","13/04/10","5","11","14","15","21","32","3","0","0"
"2136","10/04/10","12","15","21","24","28","34","7","1","0"
"2135","06/04/10","2","11","18","22","31","36","2","0","0"
"2134","03/04/10","6","9","10","21","26","27","6","0","0"
"2133","30/03/10","1","5","10","22","28","30","8","0","0"
"2132","27/03/10","7","11","15","25","30","36","1","0","0"
"2131","23/03/10","8","12","21","25","27","31","2","0","0"
"2130","20/03/10","4","11","12","14","25","29","1","1","0"
"2129","16/03/10","14","15","21","27","30","32","2","0","0"
"2128","13/03/10","1","2","13","15","24","26","1","0","0"
"2127","09/03/10","7","8","9","13","20","33","1","0","0"
"2126","06/03/10","6","7","27","34","35","36","7","0","0"
"2125","02/03/10","6","11","18","25","29","33","5","0","0"
"2124","27/02/10","7","16","21","24","26","34","8","0","0"
"2123","23/02/10","13","23","25","29","31","35","2","0","0"
"2122","20/02/10","3","4","13","15","18","19","6","0","0"
"2121","16/02/10","1","2","13","24","30","32","2","0","0"
"2120","13/02/10","1","8","11","13","15","25","4","0","0"
"2119","09/02/10","11","18","24","26","31","34","6","1","0"
"2118","06/02/10","7","19","22","24","28","37","7","0","0"
"2117","02/02/10","5","13","14","15","18","30","1","0","0"
"2116","30/01/10","14","23","26","27","33","35","5","0","0"
"2115","26/01/10","2","11","14","24","28","30","1","0","0"
"2114","23/01/10","9","10","11","14","24","33","6","0","0"
"2113","19/01/10","6","9","19","25","32","33","6","0","0"
"2112","16/01/10","10","12","14","15","28","37","4","0","0"
"2111","12/01/10","2","7","9","10","12","20","4","0","0"
"2110","09/01/10","1","3","4","32","33","35","2","0","0"
"2109","05/01/10","3","6","22","32","33","36","4","0","0"
"2108","02/01/10","1","11","12","27","31","35","4","1","0"
"2107","29/12/09","7","8","12","13","29","31","8","0","0"
"2106","26/12/09","6","8","14","21","23","24","7","0","1"
"2105","22/12/09","16","19","22","24","26","28","2","0","0"
"2104","19/12/09","10","15","19","25","34","36","1","0","0"
"2103","15/12/09","9","21","22","23","25","35","7","0","0"
"2102","12/12/09","4","6","12","23","26","30","6","0","0"
"2101","08/12/09","1","6","15","20","22","24","4","0","0"
"2100","05/12/09","3","22","25","28","33","34","3","0","0"
"2099","01/12/09","1","11","13","24","29","31","8","0","0"
"2098","28/11/09","9","10","16","27","30","34","3","0","0"
"2097","24/11/09","5","6","7","24","29","33","8","0","0"
"2096","21/11/09","1","14","16","17","27","36","4","0","0"
"2095","17/11/09","2","12","13","18","28","30","4","0","0"
"2094","14/11/09","5","6","14","31","32","34","4","0","0"
"2093","10/11/09","4","17","18","22","31","32","6","0","0"
"2092","07/11/09","3","11","17","18","25","33","4","0","0"
"2091","03/11/09","3","6","9","11","25","32","7","0","0"
"2090","31/10/09","6","8","17","20","22","25","1","0","0"
"2089","27/10/09","3","10","11","23","24","25","1","0","0"
"2088","24/10/09","5","7","19","23","30","33","5","0","0"
"2087","20/10/09","8","14","25","27","31","37","3","0","0"
"2086","17/10/09","1","3","10","14","23","37","3","0","0"
"2085","13/10/09","2","11","15","19","28","36","6","0","0"
"2084","10/10/09","2","6","12","17","32","37","6","1","0"
"2083","06/10/09","3","12","20","22","25","28","8","0","0"
"2082","03/10/09","1","14","16","17","26","34","4","0","0"
"2081","29/09/09","4","8","14","21","22","34","8","0","0"
"2080","26/09/09","2","4","8","11","16","34","2","0","0"
"2079","22/09/09","2","6","8","18","21","29","8","0","0"
"2078","20/09/09","5","6","10","23","25","34","8","0","0"
"2077","15/09/09","21","23","25","30","31","33","2","1","0"
"2076","12/09/09","14","17","24","30","32","35","7","0","0"
"2075","08/09/09","8","14","20","21","28","35","1","0","0"
"2074","05/09/09","3","10","14","17","22","37","3","0","0"
"2073","01/09/09","4","8","11","16","27","31","1","0","0"
"2072","29/08/09","7","8","11","12","20","35","6","0","0"
"2071","25/08/09","6","7","14","16","17","28","8","0","0"
"2070","22/08/09","1","10","21","22","31","34","3","0","0"
"2069","18/08/09","12","17","20","22","25","30","3","0","0"
"2068","15/08/09","8","11","17","21","25","31","2","0","0"
"2067","11/08/09","7","16","20","22","32","34","8","0","0"
"2066","08/08/09","4","13","16","23","33","37","4","0","0"
"2065","06/08/09","4","5","11","28","29","34","1","0","0"
"2064","04/08/09","1","3","16","23","33","37","8","0","0"
"2063","01/08/09","3","5","20","27","33","37","1","0","0"
"2062","28/07/09","1","2","4","22","29","36","4","0","0"
"2061","25/07/09","2","3","4","17","20","26","4","0","0"
"2060","21/07/09","3","7","17","19","21","33","6","0","0"
"2059","18/07/09","6","20","30","32","34","35","7","0","0"
"2058","14/07/09","6","7","10","15","16","20","3","1","0"
"2057","11/07/09","4","17","18","24","26","37","3","1","0"
"2056","07/07/09","2","3","13","14","20","26","2","0","0"
"2055","04/07/09","8","9","14","18","22","37","5","0","0"
"2054","02/07/09","6","11","21","24","25","26","6","0","0"
"2053","30/06/09","2","11","12","21","35","36","6","0","0"
"2052","27/06/09","2","12","24","25","27","28","5","0","0"
"2051","23/06/09","6","11","13","17","26","31","7","0","0"
"2050","20/06/09","8","9","11","28","30","35","2","0","0"
"2049","18/06/09","20","27","30","32","34","37","3","0","0"
"2048","16/06/09","6","18","19","23","27","31","4","0","0"
"2047","13/06/09","2","8","10","18","21","28","2","0","0"
"2046","09/06/09","9","12","14","15","23","34","1","0","0"
"2045","06/06/09","13","23","29","31","32","34","1","0","0"
"2044","04/06/09","5","6","8","16","18","30","3","0","0"
"2043","02/06/09","6","9","12","19","27","32","4","0","0"
"2042","30/05/09","2","22","24","32","36","37","7","0","0"
"2041","26/05/09","2","5","9","17","23","33","3","0","1"
"2040","23/05/09","21","23","29","30","31","35","2","0","0"
"2039","19/05/09","4","5","10","11","30","37","4","0","0"
"2038","16/05/09","4","15","20","30","31","35","2","0","0"
"2037","12/05/09","3","6","18","26","27","34","6","0","0"
"2036","09/05/09","13","16","17","19","21","28","4","1","0"
"2035","07/05/09","7","9","28","29","36","37","1","0","0"
"2034","05/05/09","16","24","29","32","36","37","3","0","0"
"2033","02/05/09","5","11","15","20","21","26","5","0","0"
"2032","29/04/09","2","6","13","21","27","31","7","0","0"
"2031","25/04/09","1","5","6","16","27","33","3","0","0"
"2030","21/04/09","10","17","19","32","35","37","4","0","0"
"2029","18/04/09","13","16","18","25","32","33","7","1","0"
"2028","15/04/09","9","12","17","18","33","34","5","0","0"
"2027","11/04/09","4","5","10","11","20","25","5","0","0"
"2026","07/04/09","3","18","21","24","27","29","1","1","0"
"2025","04/04/09","15","17","21","35","36","37","6","0","0"
"2024","02/04/09","1","9","17","25","28","33","2","1","0"
"2023","31/03/09","2","8","21","22","33","35","4","0","0"
"2022","28/03/09","12","13","20","24","28","31","1","0","0"
"2021","24/03/09","2","8","12","21","26","28","5","0","0"
"2020","21/03/09","3","4","12","14","20","31","2","0","0"
"2019","17/03/09","7","9","10","11","20","33","3","0","0"
"2018","14/03/09","3","8","10","11","19","31","2","0","0"
"2017","10/03/09","5","11","15","28","30","34","2","0","0"
"2016","07/03/09","1","2","10","14","17","21","1","0","0"
"2015","05/03/09","1","7","10","24","28","35","1","0","0"
"2014","03/03/09","14","15","16","23","25","35","2","0","0"
"2013","28/02/09","8","14","24","28","34","35","8","0","0"
"2012","24/02/09","3","4","6","25","27","32","7","0","0"
"2011","21/02/09","12","13","17","22","30","33","5","0","0"
"2010","17/02/09","9","11","15","22","24","27","6","0","1"
"2009","14/02/09","1","8","10","16","26","30","6","0","0"
"2008","10/02/09","6","9","12","19","25","29","7","0","0"
"2007","07/02/09","1","4","5","6","19","30","8","0","0"
"2006","05/02/09","4","5","6","8","25","29","9","0","0"
"2005","03/02/09","9","13","15","17","19","32","5","0","0"
"2004","31/01/09","6","10","11","21","23","31","9","0","0"
"2003","27/01/09","3","6","7","10","23","25","7","0","0"
"2002","24/01/09","1","9","10","12","19","34","1","0","0"
"2001","20/01/09","1","5","16","19","26","33","7","1","0"
"2000","17/01/09","7","9","24","25","30","34","8","0","0"
"1999","13/01/09","2","3","11","12","20","30","4","0","0"
"1998","10/01/09","3","4","6","17","27","31","9","0","0"
"1997","06/01/09","5","24","26","27","29","30","5","0","0"
"1996","03/01/09","11","15","17","18","29","30","5","1","0"
"1995","01/01/09","2","4","13","19","29","31","7","0","0"
"1994","30/12/08","10","15","24","29","32","33","5","0","0"
"1993","27/12/08","6","8","10","18","31","32","9","0","0"
"1992","25/12/08","12","20","24","26","30","33","3","0","0"
"1991","23/12/08","1","2","15","17","19","25","7","0","0"
"1990","20/12/08","9","11","12","17","19","23","1","0","0"
"1989","16/12/08","4","11","20","22","30","32","9","0","0"
"1988","13/12/08","4","5","10","19","28","30","6","0","0"
"1987","09/12/08","5","11","12","18","26","34","5","1","0"
"1986","06/12/08","3","17","24","27","30","31","10","0","0"
"1985","04/12/08","4","7","18","21","28","30","5","0","0"
"1984","02/12/08","5","14","15","23","25","34","1","0","0"
"1983","29/11/08","3","8","13","17","22","29","8","0","0"
"1982","25/11/08","2","7","12","16","29","34","5","0","0"
"1981","22/11/08","9","15","18","22","23","24","3","0","0"
"1980","18/11/08","4","8","15","22","28","31","7","0","0"
"1979","15/11/08","4","8","25","26","29","31","4","0","0"
"1978","11/11/08","7","10","13","19","29","33","7","1","0"
"1977","08/11/08","5","19","22","27","29","34","5","0","0"
"1976","06/11/08","5","10","14","15","24","31","9","0","0"
"1975","04/11/08","2","5","11","21","24","31","3","0","0"
"1974","01/11/08","3","9","10","15","17","26","2","0","0"
"1973","30/10/08","2","6","14","26","27","30","2","0","0"
"1972","28/10/08","6","10","23","28","29","30","4","0","0"
"1971","25/10/08","1","7","8","19","24","26","4","0","0"
"1970","22/10/08","7","10","11","13","23","33","6","0","0"
"1969","18/10/08","4","8","17","18","22","32","1","0","0"
"1968","14/10/08","4","7","13","14","15","20","2","0","0"
"1967","11/10/08","9","10","20","24","26","27","7","0","0"
"1966","07/10/08","4","5","14","18","24","31","4","1","0"
"1965","04/10/08","2","9","13","16","20","23","5","1","0"
"1964","01/10/08","3","4","5","7","10","16","6","0","0"
"1963","27/09/08","3","5","9","16","18","26","2","0","0"
"1962","23/09/08","3","12","14","22","27","33","7","0","0"
"1961","20/09/08","10","14","17","26","30","33","10","0","0"
"1960","16/09/08","4","19","24","25","30","34","4","0","1"
"1959","13/09/08","2","3","5","11","13","24","2","0","0"
"1958","09/09/08","13","15","18","22","23","31","3","0","0"
"1957","06/09/08","4","9","12","24","29","33","7","0","0"
"1956","02/09/08","1","5","9","23","24","30","6","0","0"
"1955","30/08/08","13","18","25","26","31","32","1","0","0"
"1954","26/08/08","4","6","15","23","27","33","3","0","1"
"1953","23/08/08","1","2","8","10","19","22","5","0","0"
"1952","19/08/08","10","14","18","19","21","23","5","0","0"
"1951","16/08/08","12","18","19","23","28","29","3","0","0"
"1950","12/08/08","2","9","18","26","28","33","6","0","0"
"1949","08/08/08","3","8","13","20","31","33","10","0","0"
"1948","05/08/08","1","12","17","21","28","32","8","0","0"
"1947","02/08/08","1","19","20","22","28","34","4","1","0"
"1946","29/07/08","2","11","13","17","32","34","6","0","0"
"1945","26/07/08","5","15","21","22","27","29","10","0","0"
"1944","22/07/08","3","10","13","18","21","31","3","1","0"
"1943","19/07/08","12","15","17","18","26","31","9","0","0"
"1942","15/07/08","11","12","13","21","23","24","7","0","0"
"1941","12/07/08","5","8","12","16","21","25","1","0","0"
"1940","08/07/08","3","16","20","23","27","28","5","1","0"
"1939","05/07/08","3","19","25","26","32","34","10","0","0"
"1938","01/07/08","4","11","13","17","24","28","10","1","0"
"1937","28/06/08","4","7","11","14","22","25","7","1","0"
"1936","24/06/08","1","9","15","16","19","34","2","0","1"
"1935","21/06/08","2","9","13","19","23","32","3","0","1"
"1934","17/06/08","3","7","8","22","24","30","8","0","0"
"1933","14/06/08","2","4","19","27","33","34","8","0","0"
"1932","11/06/08","4","12","14","21","24","30","2","0","0"
"1931","07/06/08","1","2","17","18","32","34","6","0","0"
"1930","03/06/08","3","4","6","13","21","30","6","0","0"
"1929","31/05/08","2","8","20","25","31","32","9","0","0"
"1928","27/05/08","2","3","4","12","18","28","6","0","0"
"1927","24/05/08","1","2","16","17","20","31","3","0","0"
"1926","20/05/08","1","12","16","20","22","23","8","1","0"
"1925","17/05/08","5","9","13","24","27","31","2","0","0"
"1924","13/05/08","6","12","13","16","28","32","6","0","0"
"1923","10/05/08","6","11","18","25","29","30","8","0","0"
"1922","06/05/08","3","10","18","27","28","30","2","1","0"
"1921","03/05/08","11","18","22","24","26","29","5","2","0"
"1920","29/04/08","4","13","19","23","27","28","1","0","0"
"1919","26/04/08","1","2","3","6","7","17","6","0","0"
"1918","22/04/08","5","7","9","17","25","30","8","0","0"
"1917","18/04/08","1","5","8","14","21","23","10","0","0"
"1916","15/04/08","6","11","23","25","28","29","3","1","0"
"1915","12/04/08","3","12","19","26","29","33","8","0","0"
"1914","08/04/08","2","10","11","13","14","17","7","1","0"
"1913","05/04/08","6","9","12","18","19","31","6","1","0"
"1912","01/04/08","5","7","12","16","18","34","4","0","0"
"1911","29/03/08","5","7","9","20","26","31","9","1","0"
"1910","25/03/08","13","28","29","31","32","34","10","1","0"
"1909","22/03/08","2","4","21","26","27","33","4","0","0"
"1908","18/03/08","8","11","14","26","28","29","1","0","0"
"1907","15/03/08","5","13","17","22","25","34","7","0","0"
"1906","11/03/08","1","7","8","16","17","24","3","0","0"
"1905","08/03/08","6","19","20","21","25","32","9","0","0"
"1904","04/03/08","9","11","12","20","30","33","7","0","0"
"1903","01/03/08","5","7","15","23","27","32","4","0","0"
"1902","26/02/08","7","14","15","24","27","34","9","0","0"
"1901","23/02/08","3","4","22","23","24","26","1","0","0"
"1900","19/02/08","3","7","13","15","21","26","7","0","0"
"1899","16/02/08","3","8","14","16","17","21","3","0","0"
"1898","12/02/08","9","17","18","20","33","34","8","0","0"
"1897","09/02/08","2","12","20","24","29","31","9","1","0"
"1896","05/02/08","6","10","16","17","20","32","8","0","0"
"1895","02/02/08","2","7","8","14","21","33","2","1","1"
"1894","29/01/08","2","3","23","25","31","32","8","0","0"
"1893","26/01/08","6","14","17","26","30","32","7","0","0"
"1892","22/01/08","2","3","7","15","17","28","8","0","0"
"1891","19/01/08","7","12","17","21","25","29","2","0","0"
"1890","15/01/08","2","3","7","11","20","28","8","0","0"
"1889","12/01/08","10","12","16","28","29","31","6","1","0"
"1888","08/01/08","8","10","17","22","26","31","1","0","0"
"1887","05/01/08","4","7","11","15","18","31","9","0","0"
"1886","31/12/07","1","3","6","18","22","28","2","0","0"
"1885","29/12/07","5","15","17","23","27","30","2","0","0"
"1884","25/12/07","2","3","9","10","14","18","5","0","0"
"1883","22/12/07","2","5","14","20","22","30","8","0","0"
"1882","18/12/07","3","11","13","16","17","33","8","0","0"
"1881","15/12/07","3","4","15","17","18","33","9","0","0"
"1880","11/12/07","14","17","18","22","25","34","5","1","0"
"1879","08/12/07","5","13","25","28","32","34","6","0","0"
"1878","06/12/07","10","14","17","23","24","34","9","0","0"
"1877","04/12/07","3","14","16","23","24","31","1","0","0"
"1876","01/12/07","3","4","8","11","17","19","9","0","0"
"1875","27/11/07","1","2","7","27","29","31","3","0","0"
"1874","24/11/07","7","11","15","19","22","27","3","1","0"
"1873","20/11/07","7","11","15","20","31","33","6","0","0"
"1872","17/11/07","3","4","9","14","15","30","3","0","0"
"1871","13/11/07","3","7","11","14","23","28","4","0","0"
"1870","10/11/07","5","8","10","15","26","30","6","0","0"
"1869","06/11/07","1","19","22","25","27","32","2","0","0"
"1868","03/11/07","10","12","13","19","21","28","4","0","0"
"1867","01/11/07","3","5","15","23","28","32","7","0","0"
"1866","30/10/07","10","14","23","27","30","31","10","0","0"
"1865","27/10/07","2","5","10","11","17","22","4","0","1"
"1864","23/10/07","11","12","15","17","19","31","2","0","0"
"1863","20/10/07","4","7","9","10","24","33","8","0","0"
"1862","16/10/07","6","8","14","18","19","29","5","0","0"
"1861","13/10/07","10","14","17","21","29","30","5","0","0"
"1860","11/10/07","2","7","8","12","26","29","3","0","0"
"1859","09/10/07","5","10","12","22","32","33","1","0","0"
"1858","06/10/07","4","10","12","15","21","29","3","0","0"
"1857","02/10/07","1","2","3","5","33","34","2","0","0"
"1856","29/09/07","1","2","11","18","28","34","3","0","0"
"1855","25/09/07","1","6","7","10","26","29","6","0","0"
"1854","23/09/07","8","16","17","22","23","24","1","0","1"
"1853","18/09/07","4","16","19","28","30","32","10","1","0"
"1852","16/09/07","3","4","9","16","23","27","3","1","0"
"1851","11/09/07","3","12","15","26","33","34","10","0","0"
"1850","08/09/07","3","10","18","21","25","27","2","0","0"
"1849","06/09/07","2","6","22","31","32","33","5","0","0"
"1848","04/09/07","3","14","20","31","33","34","7","2","0"
"1847","01/09/07","1","3","8","11","20","31","9","0","0"
"1846","28/08/07","20","28","29","30","32","34","3","0","0"
"1845","25/08/07","7","13","15","22","30","32","5","0","0"
"1844","21/08/07","5","13","21","25","31","33","3","0","0"
"1843","18/08/07","6","7","12","21","28","30","8","0","0"
"1842","14/08/07","3","9","10","16","30","32","8","0","1"
"1841","11/08/07","3","7","9","15","18","29","1","0","0"
"1840","07/08/07","4","6","8","10","17","34","10","0","0"
"1839","04/08/07","5","6","9","16","19","22","8","1","0"
"1838","02/08/07","5","9","10","11","29","31","6","0","0"
"1837","31/07/07","1","3","7","20","21","22","7","0","0"
"1836","28/07/07","9","12","23","24","28","33","4","0","0"
"1835","24/07/07","7","13","22","24","27","28","3","0","0"
"1834","21/07/07","6","7","10","12","22","30","4","0","0"
"1833","17/07/07","5","7","12","15","20","25","5","1","0"
"1832","14/07/07","2","7","10","21","25","33","6","0","0"
"1831","10/07/07","6","7","9","15","28","33","9","0","0"
"1830","07/07/07","7","9","14","15","24","34","6","0","0"
"1829","05/07/07","2","4","16","18","26","34","2","0","0"
"1828","03/07/07","2","12","21","24","25","27","9","0","0"
"1827","28/06/07","5","6","7","24","26","29","3","0","0"
"1826","26/06/07","8","14","22","28","31","33","5","0","0"
"1825","23/06/07","3","7","19","21","27","31","9","0","0"
"1824","19/06/07","5","6","9","17","27","32","4","0","0"
"1823","16/06/07","9","12","18","21","23","28","1","0","0"
"1822","12/06/07","5","6","9","21","24","28","2","1","0"
"1821","09/06/07","13","17","20","21","25","34","7","0","0"
"1820","07/06/07","3","4","11","23","24","34","10","0","0"
"1819","05/06/07","6","9","13","16","24","32","4","1","0"
