"Game","Date","1","2","3","4","5","6","Additional number","some_1","Some_2"
"1818","02/06/07","1","7","9","16","17","29","8","0","0"
"1817","29/05/07","1","3","21","23","27","32","6","0","0"
"1816","26/05/07","5","8","13","14","16","29","10","0","0"
"1815","23/05/07","2","3","8","22","24","34","4","0","0"
"1814","19/05/07","3","8","9","24","26","27","9","1","0"
"1813","15/05/07","3","6","7","15","18","20","6","0","0"
"1812","12/05/07","2","4","9","24","33","34","9","0","0"
"1811","08/05/07","6","10","11","25","31","32","7","0","0"
"1810","05/05/07","4","15","21","26","27","28","9","1","0"
"1809","03/05/07","10","11","19","25","26","27","9","0","0"
"1808","01/05/07","1","3","5","14","19","22","8","0","0"
"1807","28/04/07","3","14","16","22","28","29","7","0","0"
"1806","25/04/07","8","9","21","28","30","32","2","0","0"
"1805","21/04/07","1","3","14","19","26","31","9","0","0"
"1804","17/04/07","5","6","17","20","24","28","3","0","0"
"1803","14/04/07","1","9","10","17","26","34","1","0","0"
"1802","12/04/07","5","18","20","24","26","29","10","0","0"
"1801","10/04/07","2","3","5","6","12","32","6","0","0"
"1800","07/04/07","14","17","20","24","25","31","7","1","0"
"1799","04/04/07","6","8","12","24","25","31","4","0","0"
"1798","31/03/07","1","7","22","26","31","32","3","0","0"
"1797","27/03/07","7","12","22","24","26","30","4","0","0"
"1796","24/03/07","4","9","10","12","21","32","8","0","0"
"1795","20/03/07","2","18","19","20","26","31","4","0","0"
"1794","17/03/07","1","12","20","31","33","34","7","0","0"
"1793","13/03/07","2","4","10","15","21","30","4","0","0"
"1792","10/03/07","3","12","20","25","28","32","6","0","0"
"1791","08/03/07","6","10","16","24","27","30","1","0","0"
"1790","06/03/07","7","8","21","28","29","31","3","0","0"
"1789","03/03/07","3","4","12","14","33","34","9","0","0"
"1788","27/02/07","2","5","6","20","28","30","7","0","0"
"1787","24/02/07","1","8","11","12","25","30","9","0","0"
"1786","20/02/07","17","24","27","30","31","34","8","0","0"
"1785","17/02/07","9","15","19","27","28","32","7","0","0"
"1784","13/02/07","10","11","16","20","23","33","10","0","0"
"1783","10/02/07","15","26","29","30","33","34","7","0","0"
"1782","06/02/07","9","11","19","20","27","28","4","0","0"
"1781","03/02/07","8","16","21","23","26","28","4","0","0"
"1780","01/02/07","3","4","12","21","30","34","8","1","0"
"1779","30/01/07","6","14","18","24","25","27","8","0","0"
"1778","27/01/07","6","10","15","20","27","33","2","0","0"
"1777","23/01/07","10","17","21","26","28","29","8","0","0"
"1776","20/01/07","1","20","21","27","29","32","9","0","0"
"1775","16/01/07","3","23","27","32","33","34","6","0","0"
"1774","13/01/07","3","4","8","15","22","32","7","0","0"
"1773","09/01/07","3","14","22","24","32","33","7","0","0"
"1772","06/01/07","4","6","10","18","24","34","4","0","0"
"1771","04/01/07","1","4","8","14","27","33","4","0","0"
"1770","02/01/07","3","20","21","22","26","31","8","0","0"
"1769","30/12/06","7","17","18","20","21","26","3","0","0"
"1768","28/12/06","1","17","21","25","26","34","4","0","0"
"1767","26/12/06","15","17","19","26","28","32","7","0","0"
"1766","23/12/06","7","9","14","18","22","23","8","0","0"
"1765","19/12/06","2","6","13","22","29","34","7","0","0"
"1764","16/12/06","7","11","13","16","22","28","6","1","0"
"1763","12/12/06","11","13","15","19","31","33","2","3","0"
"1762","05/12/06","4","5","8","13","20","26","8","0","0"
"1761","02/12/06","2","5","21","27","29","33","10","0","0"
"1760","30/11/06","3","8","10","16","19","33","1","0","0"
"1759","28/11/06","1","2","13","22","25","33","9","0","0"
"1758","25/11/06","9","12","24","28","30","32","7","0","0"
"1757","21/11/06","1","3","19","27","30","32","6","0","0"
"1756","18/11/06","8","14","22","25","27","30","9","0","0"
"1755","14/11/06","2","9","11","15","19","30","9","1","0"
"1754","11/11/06","5","8","10","24","33","34","2","0","0"
"1753","09/11/06","3","10","18","25","26","34","10","0","0"
"1752","07/11/06","1","8","17","19","21","31","4","0","0"
"1751","04/11/06","4","11","13","20","21","27","2","0","0"
"1750","31/10/06","1","3","6","26","30","31","7","0","0"
"1749","28/10/06","3","4","13","26","27","33","2","0","0"
"1748","24/10/06","3","15","18","23","26","31","4","0","0"
"1747","21/10/06","1","11","12","21","23","31","10","0","0"
"1746","19/10/06","1","7","16","21","26","33","7","0","0"
"1745","17/10/06","2","6","7","11","12","22","5","1","0"
"1744","14/10/06","7","8","12","17","23","33","10","0","0"
"1743","10/10/06","1","10","14","17","27","32","2","0","0"
"1742","07/10/06","5","7","8","14","30","34","1","0","0"
"1741","03/10/06","4","10","18","28","31","32","3","1","0"
"1740","30/09/06","2","6","9","16","27","31","1","0","0"
"1739","26/09/06","1","14","15","26","29","32","6","0","0"
"1738","24/09/06","2","7","28","29","31","32","7","2","0"
"1737","19/09/06","5","18","20","26","28","34","3","0","0"
"1736","16/09/06","3","17","20","21","22","28","3","0","0"
"1735","12/09/06","10","15","22","26","29","34","5","0","0"
"1734","09/09/06","14","16","19","22","25","32","10","0","0"
"1733","07/09/06","1","2","4","12","14","23","3","0","0"
"1732","05/09/06","2","4","16","23","24","29","8","0","0"
"1731","02/09/06","3","5","9","13","14","21","4","0","0"
"1730","29/08/06","1","7","21","23","29","31","5","0","0"
"1729","26/08/06","3","18","23","28","29","31","2","0","0"
"1728","22/08/06","6","10","20","22","29","34","2","0","0"
"1727","19/08/06","1","2","17","22","27","28","5","0","0"
"1726","15/08/06","8","9","18","24","31","33","3","0","0"
"1725","12/08/06","11","19","21","24","25","30","8","0","0"
"1724","10/08/06","2","5","11","15","22","26","10","0","0"
"1723","08/08/06","1","6","9","17","27","31","9","0","0"
"1722","05/08/06","6","8","15","28","29","34","9","0","0"
"1721","01/08/06","1","2","7","13","14","32","10","0","0"
"1720","29/07/06","4","7","9","13","16","18","9","0","0"
"1719","25/07/06","13","15","19","22","28","32","2","1","0"
"1718","22/07/06","3","5","16","17","24","31","7","0","0"
"1717","18/07/06","4","12","14","17","19","20","6","0","0"
"1716","15/07/06","5","11","12","16","30","33","3","0","0"
"1715","11/07/06","6","11","13","21","26","27","6","0","0"
"1714","08/07/06","3","10","11","22","23","24","8","0","0"
"1713","06/07/06","3","8","9","14","17","22","10","0","0"
"1712","04/07/06","4","10","11","21","23","34","6","0","0"
"1711","01/07/06","6","9","14","21","23","27","3","0","0"
"1710","27/06/06","2","8","11","21","32","33","2","1","0"
"1709","24/06/06","1","7","14","15","17","24","8","0","0"
"1708","20/06/06","3","10","16","20","24","29","2","1","0"
"1707","17/06/06","2","8","10","11","17","31","6","0","0"
"1706","13/06/06","2","3","5","11","19","26","2","0","0"
"1705","10/06/06","2","9","13","21","23","29","10","0","0"
"1704","08/06/06","1","12","23","25","31","33","6","0","0"
"1703","06/06/06","4","8","13","17","22","30","10","1","0"
"1702","03/06/06","7","24","25","28","29","30","8","0","0"
"1701","30/05/06","5","6","8","19","21","30","8","0","0"
"1700","27/05/06","11","15","16","18","21","23","9","0","0"
"1699","23/05/06","1","12","15","20","26","27","5","0","0"
"1698","20/05/06","8","15","25","26","28","34","3","0","0"
"1697","16/05/06","4","6","21","27","29","30","3","0","0"
"1696","13/05/06","1","8","14","17","18","26","4","0","0"
"1695","11/05/06","3","22","23","25","27","32","1","0","0"
"1694","09/05/06","17","21","24","26","29","30","1","0","0"
"1693","06/05/06","2","22","23","24","33","34","5","1","0"
"1692","03/05/06","1","9","23","25","32","34","1","0","0"
"1691","29/04/06","2","7","16","19","23","32","8","0","0"
"1690","25/04/06","12","19","21","26","32","33","1","0","0"
"1689","22/04/06","5","14","20","21","23","28","1","0","0"
"1688","19/04/06","1","3","5","15","20","26","10","0","0"
"1687","15/04/06","1","2","5","10","11","24","8","1","0"
"1686","11/04/06","19","21","25","28","31","34","10","0","0"
"1685","08/04/06","6","8","9","17","27","29","2","0","0"
"1684","06/04/06","8","12","16","18","25","28","3","0","0"
"1683","04/04/06","1","11","14","16","26","27","4","0","0"
"1682","01/04/06","1","6","12","16","22","33","4","0","0"
"1681","28/03/06","1","5","8","24","25","28","4","0","0"
"1680","25/03/06","2","6","12","23","28","32","10","0","0"
"1679","21/03/06","3","12","13","20","28","32","5","1","0"
"1678","18/03/06","3","14","18","24","27","30","6","0","0"
"1677","14/03/06","9","15","16","18","25","27","4","0","0"
"1676","11/03/06","4","5","6","16","19","22","5","0","0"
"1675","07/03/06","1","3","7","24","29","30","3","0","0"
"1674","04/03/06","12","13","26","28","29","30","2","0","0"
"1673","02/03/06","6","10","16","22","27","29","9","0","0"
"1672","28/02/06","1","3","11","16","18","30","1","0","0"
"1671","25/02/06","4","5","21","22","32","34","10","0","0"
"1670","21/02/06","1","4","11","23","26","29","3","0","0"
"1669","18/02/06","1","2","8","12","31","33","6","0","0"
"1668","14/02/06","8","16","23","26","28","29","2","0","0"
"1667","11/02/06","8","11","14","17","25","29","5","0","0"
"1666","07/02/06","8","10","22","29","33","34","9","1","0"
"1665","04/02/06","2","3","5","20","31","32","10","0","0"
"1664","02/02/06","1","3","9","20","28","34","1","2","0"
"1663","31/01/06","14","18","19","26","27","34","5","0","0"
"1662","28/01/06","2","3","9","12","18","24","9","0","0"
"1661","24/01/06","2","4","13","17","19","26","8","0","0"
"1660","21/01/06","12","21","23","24","30","31","1","0","0"
"1659","17/01/06","16","18","20","21","28","32","1","0","0"
"1658","14/01/06","1","6","9","11","16","27","9","0","0"
"1657","10/01/06","2","7","15","21","30","34","9","0","0"
"1656","07/01/06","3","5","9","20","21","28","10","0","0"
"1655","03/01/06","3","7","9","18","20","30","8","1","0"
"1654","31/12/05","6","10","17","19","21","22","10","1","0"
"1653","29/12/05","1","8","17","21","33","34","10","0","0"
"1652","27/12/05","4","8","11","25","28","29","3","0","0"
"1651","24/12/05","2","5","10","11","16","17","7","0","0"
"1650","20/12/05","4","8","16","20","24","33","8","0","0"
"1649","17/12/05","2","15","19","24","32","33","6","0","0"
"1648","13/12/05","1","8","10","28","30","32","1","1","0"
"1647","10/12/05","1","10","15","18","22","34","1","0","0"
"1646","06/12/05","3","10","14","22","29","34","8","0","0"
"1645","03/12/05","1","2","8","20","26","33","8","0","0"
"1644","01/12/05","7","15","21","26","32","33","3","0","0"
"1643","29/11/05","6","11","15","25","29","31","4","1","0"
"1642","26/11/05","1","4","6","10","32","34","7","0","0"
"1641","22/11/05","5","13","16","18","19","28","9","0","0"
"1640","19/11/05","1","4","15","22","24","33","3","0","0"
"1639","15/11/05","5","14","15","23","25","34","7","0","0"
"1638","12/11/05","2","8","16","23","24","34","9","1","0"
"1637","08/11/05","6","20","23","26","29","32","10","0","0"
"1636","05/11/05","4","7","14","20","23","27","7","0","0"
"1635","01/11/05","1","11","14","18","20","29","3","0","0"
"1634","29/10/05","6","8","10","13","27","31","6","1","0"
"1633","25/10/05","2","3","22","27","29","32","6","2","0"
"1632","22/10/05","6","8","17","23","25","28","3","0","0"
"1631","18/10/05","2","7","11","15","21","24","5","0","0"
"1630","15/10/05","6","10","13","16","26","31","4","0","0"
"1629","11/10/05","5","9","18","20","31","34","6","0","0"
"1628","08/10/05","2","12","18","20","24","34","8","1","0"
"1627","05/10/05","7","8","11","13","14","23","10","3","0"
"1626","01/10/05","6","11","13","22","30","31","4","0","0"
"1625","29/09/05","5","10","15","21","24","32","7","0","0"
"1624","27/09/05","1","3","5","14","17","19","5","0","0"
"1623","20/09/05","6","10","12","17","20","26","9","0","0"
"1622","17/09/05","3","10","11","21","23","33","7","0","0"
"1621","13/09/05","8","13","15","19","21","24","5","0","0"
"1620","10/09/05","2","12","20","26","33","34","5","0","0"
"1619","06/09/05","1","15","18","19","33","34","8","0","0"
"1618","03/09/05","12","14","15","24","27","28","7","0","0"
"1617","30/08/05","5","8","14","15","17","24","10","0","0"
"1616","27/08/05","6","13","16","19","22","27","9","0","0"
"1615","23/08/05","6","16","19","25","29","30","2","0","0"
"1614","20/08/05","13","16","25","29","30","34","4","0","0"
"1613","16/08/05","6","14","21","32","33","34","7","1","0"
"1612","12/08/05","6","7","14","23","25","26","5","0","0"
"1611","09/08/05","1","9","15","18","27","31","2","0","0"
"1610","06/08/05","2","4","8","14","17","18","10","0","0"
"1609","02/08/05","3","17","20","23","26","32","5","0","0"
"1608","30/07/05","5","9","11","24","29","34","7","0","0"
"1607","26/07/05","4","5","8","13","18","20","5","0","0"
"1606","23/07/05","6","10","11","16","30","32","3","1","0"
"1605","19/07/05","6","11","18","24","29","33","7","0","0"
"1604","16/07/05","7","11","16","17","23","31","4","0","0"
"1603","12/07/05","7","8","17","21","24","31","1","1","0"
"1602","09/07/05","6","11","14","16","28","31","1","0","0"
"1601","05/07/05","6","15","17","27","30","32","10","1","0"
"1600","02/07/05","3","4","18","20","22","32","10","0","0"
"1599","28/06/05","7","8","10","14","20","21","9","0","0"
"1598","25/06/05","6","13","21","22","28","33","2","0","0"
"1597","21/06/05","8","10","11","14","31","32","5","0","0"
"1596","18/06/05","15","18","19","25","31","34","6","1","0"
"1595","14/06/05","2","12","20","26","29","31","9","0","0"
"1594","11/06/05","9","17","27","28","29","32","1","0","0"
"1593","07/06/05","2","5","8","18","24","25","8","1","0"
"1592","04/06/05","8","16","18","21","22","25","5","0","0"
"1591","31/05/05","7","8","9","23","30","34","7","0","0"
"1590","28/05/05","8","9","13","16","23","31","9","0","0"
"1589","24/05/05","3","8","10","20","30","31","9","0","0"
"1588","21/05/05","3","9","14","19","25","29","4","1","0"
"1587","17/05/05","6","10","23","24","30","34","10","0","0"
"1586","14/05/05","4","6","17","18","20","27","1","0","0"
"1585","10/05/05","3","18","20","28","29","32","6","0","0"
"1584","07/05/05","6","20","25","26","27","33","7","0","0"
"1583","03/05/05","1","3","10","22","30","32","3","0","0"
"1582","30/04/05","2","7","20","25","27","32","3","0","0"
"1581","26/04/05","5","10","16","19","21","27","2","0","0"
"1580","22/04/05","3","15","16","18","22","33","9","0","0"
"1579","19/04/05","1","5","8","10","29","31","4","0","0"
"1578","16/04/05","1","7","12","17","19","20","4","0","0"
"1577","12/04/05","8","14","16","21","28","30","5","0","0"
"1576","09/04/05","5","11","12","15","25","32","1","0","0"
"1575","05/04/05","3","4","9","23","29","30","8","0","0"
"1574","02/04/05","1","2","18","26","29","32","8","0","0"
"1573","29/03/05","1","9","22","24","25","26","8","0","0"
"1572","26/03/05","1","11","12","15","23","32","4","0","0"
"1571","22/03/05","1","8","12","13","21","30","5","1","0"
"1570","19/03/05","1","8","13","18","20","24","7","0","0"
"1569","15/03/05","10","12","19","21","26","30","7","0","0"
"1568","12/03/05","9","15","16","22","24","29","5","1","0"
"1567","08/03/05","1","3","16","20","21","26","5","0","0"
"1566","05/03/05","2","6","7","17","24","28","10","0","0"
"1565","01/03/05","5","9","10","29","30","34","7","0","0"
"1564","26/02/05","16","22","26","31","33","34","1","0","0"
"1563","22/02/05","5","9","12","17","25","30","10","0","0"
"1562","19/02/05","8","20","24","25","31","34","3","0","0"
"1561","15/02/05","5","8","9","21","23","33","1","0","0"
"1560","12/02/05","4","7","23","25","27","31","6","0","0"
"1559","08/02/05","7","9","16","18","21","26","5","0","0"
"1558","05/02/05","3","4","13","17","21","30","2","1","0"
"1557","01/02/05","1","11","13","18","25","30","10","0","0"
"1556","29/01/05","15","18","29","31","33","34","2","0","0"
"1555","25/01/05","8","13","21","24","29","31","3","1","0"
"1554","22/01/05","2","6","12","14","16","33","5","0","0"
"1553","18/01/05","11","16","19","24","25","29","3","0","0"
"1552","15/01/05","2","14","15","17","22","30","10","1","0"
"1551","11/01/05","8","13","17","20","27","34","8","0","0"
"1550","08/01/05","9","20","21","26","30","31","5","0","0"
"1549","04/01/05","3","11","23","26","31","33","7","0","0"
"1548","31/12/04","2","3","14","25","28","29","6","0","0"
"1547","28/12/04","11","12","16","22","23","29","1","0","0"
"1546","25/12/04","9","15","23","27","31","34","7","1","0"
"1545","21/12/04","1","2","9","17","25","26","4","0","0"
"1544","18/12/04","2","4","9","20","25","28","5","0","0"
"1543","14/12/04","1","3","18","21","23","32","5","0","0"
"1542","11/12/04","2","9","11","15","16","19","4","0","0"
"1541","07/12/04","6","10","19","21","25","26","7","0","0"
"1540","04/12/04","10","11","12","14","18","21","1","0","0"
"1539","30/11/04","3","8","9","14","20","24","4","0","0"
"1538","27/11/04","8","9","19","21","26","31","7","0","0"
"1537","23/11/04","3","12","13","18","28","29","4","1","0"
"1536","20/11/04","1","5","15","26","32","34","8","0","0"
"1535","16/11/04","3","13","14","17","23","24","3","0","0"
"1534","13/11/04","3","4","12","13","17","19","10","0","0"
"1533","09/11/04","3","4","13","22","24","28","4","0","0"
"1532","06/11/04","2","10","12","13","20","27","5","0","0"
"1531","02/11/04","2","4","6","10","11","17","10","0","0"
"1530","30/10/04","7","10","14","18","22","32","2","0","0"
"1529","26/10/04","7","8","11","12","13","22","8","1","0"
"1528","23/10/04","3","6","7","18","24","25","2","0","0"
"1527","19/10/04","2","4","17","18","21","34","1","0","0"
"1526","16/10/04","6","9","19","21","30","33","3","0","0"
"1525","12/10/04","8","15","20","24","29","33","10","0","0"
"1524","09/10/04","1","5","8","10","18","23","9","0","0"
"1523","05/10/04","8","9","17","19","26","27","4","0","0"
"1522","02/10/04","1","2","4","10","11","13","10","1","0"
"1521","28/09/04","2","3","12","17","24","33","2","1","0"
"1520","25/09/04","3","4","6","7","14","20","6","1","0"
"1519","21/09/04","9","17","20","28","30","34","2","0","0"
"1518","19/09/04","2","8","9","15","27","33","7","0","0"
"1517","14/09/04","2","7","19","21","24","28","2","0","0"
"1516","11/09/04","2","8","16","22","23","34","10","0","0"
"1515","07/09/04","1","5","9","15","21","32","8","1","0"
"1514","04/09/04","10","13","19","31","32","33","2","0","0"
"1513","31/08/04","5","11","15","16","19","27","9","0","0"
"1512","28/08/04","5","6","11","15","29","33","10","0","0"
"1511","24/08/04","7","16","20","23","27","33","10","0","0"
"1510","21/08/04","1","9","10","27","32","34","5","0","0"
"1509","17/08/04","7","10","19","30","33","34","7","1","0"
"1508","14/08/04","2","9","11","19","22","23","7","0","0"
"1507","10/08/04","2","3","14","28","30","34","10","1","0"
"1506","07/08/04","19","24","27","29","32","33","10","0","0"
"1505","03/08/04","9","13","16","24","33","34","3","1","0"
"1504","31/07/04","1","4","9","22","24","26","3","1","0"
"1503","27/07/04","2","4","8","11","23","24","5","0","0"
"1502","24/07/04","9","12","18","22","31","33","5","1","0"
"1501","20/07/04","2","4","9","10","24","26","2","0","0"
"1500","17/07/04","1","4","12","17","18","30","7","0","0"
"1499","13/07/04","1","11","13","15","20","21","2","0","0"
"1498","10/07/04","7","19","27","29","30","33","9","0","0"
"1497","06/07/04","6","13","15","18","22","27","5","3","0"
"1496","03/07/04","1","6","11","15","19","26","9","0","0"
"1495","29/06/04","7","8","9","10","23","27","9","0","0"
"1494","26/06/04","10","17","25","26","27","30","3","0","0"
"1493","22/06/04","14","22","25","28","30","34","4","0","0"
"1492","19/06/04","6","8","15","25","26","28","7","0","0"
"1491","15/06/04","5","14","15","16","17","20","6","0","0"
"1490","12/06/04","5","9","12","24","27","30","9","0","0"
"1489","08/06/04","2","6","8","16","17","19","7","0","0"
"1488","05/06/04","10","12","16","22","28","32","6","0","0"
"1487","01/06/04","2","5","11","23","24","25","7","2","0"
"1486","29/05/04","5","7","21","22","28","33","1","0","0"
"1485","26/05/04","16","19","20","22","28","31","2","1","0"
"1484","22/05/04","6","14","18","19","27","33","5","0","0"
"1483","18/05/04","5","7","9","11","24","34","9","0","0"
"1482","15/05/04","3","14","18","24","31","34","3","0","0"
"1481","11/05/04","8","14","21","23","27","29","9","0","0"
"1480","08/05/04","8","14","19","27","28","34","2","0","0"
"1479","04/05/04","6","9","14","20","28","32","4","0","0"
"1478","01/05/04","2","4","11","20","24","25","9","0","0"
"1477","28/04/04","9","11","17","19","22","27","8","0","0"
"1476","24/04/04","2","5","19","24","30","34","6","0","0"
"1475","20/04/04","10","11","13","14","17","21","8","1","0"
"1474","17/04/04","2","19","27","29","31","32","4","0","0"
"1473","13/04/04","10","11","13","15","30","32","8","1","0"
"1472","10/04/04","2","21","22","24","25","26","6","0","0"
"1471","07/04/04","11","15","18","20","22","28","5","2","0"
"1470","03/04/04","1","7","9","16","26","33","7","0","0"
"1469","30/03/04","4","7","20","21","26","32","4","0","0"
"1468","27/03/04","4","6","8","19","29","31","9","0","0"
"1467","23/03/04","2","9","13","15","16","18","2","0","0"
"1466","20/03/04","3","6","8","13","14","32","7","0","0"
"1465","16/03/04","6","7","10","12","29","32","3","0","0"
"1464","12/03/04","3","4","7","14","27","29","2","0","0"